"","n","nchain","run","exp","rmse","cov"
"576",50000,2,37,1,0.333115428160614,0.934
"577",50000,5,37,1,0.333165795151107,0.947
"578",100,1,38,1,1.46283815361591,0.964
"579",100,2,38,1,1.47774611477298,0.964
"580",100,5,38,1,1.4682879529566,0.963
"581",1000,1,38,1,0.81991488746819,0.988
"582",1000,2,38,1,0.80539755357371,0.99
"583",1000,5,38,1,0.798724551282549,0.989
"584",10000,1,38,1,0.420851967396386,0.965
"585",10000,2,38,1,0.392025514046321,0.97
"586",10000,5,38,1,0.396600768366892,0.975
"587",1e+05,1,38,1,0.335515529751946,0.888
"588",1e+05,2,38,1,0.327203422653511,0.916
"589",1e+05,5,38,1,0.325731062327087,0.912
"590",20000,1,38,1,0.353449952104832,0.95
"591",20000,2,38,1,0.327980918392959,0.954
"592",20000,5,38,1,0.330005293799411,0.964
"593",50000,1,38,1,0.323230918996672,0.947
"594",50000,2,38,1,0.312628409545093,0.954
"595",50000,5,38,1,0.300970360750244,0.958
"596",100,1,39,1,1.2157206956146,0.988
"597",100,2,39,1,1.23037513784952,0.985
"598",100,5,39,1,1.2126402638095,0.987
"599",1000,1,39,1,0.819001503546132,0.976
"600",1000,2,39,1,0.823071336281464,0.97
"601",1000,5,39,1,0.823245329509115,0.965
"602",10000,1,39,1,0.474367823747132,0.951
"603",10000,2,39,1,0.46662074155173,0.956
"604",10000,5,39,1,0.467130726987314,0.959
"605",1e+05,1,39,1,0.295640832504302,0.925
"606",1e+05,2,39,1,0.293039586832705,0.927
"607",1e+05,5,39,1,0.29015929507267,0.938
"608",20000,1,39,1,0.367786898626619,0.95
"609",20000,2,39,1,0.3540696340476,0.96
"610",20000,5,39,1,0.341635441188238,0.975
"611",50000,1,39,1,0.382890838031362,0.888
"612",50000,2,39,1,0.379989241460172,0.942
"613",50000,5,39,1,0.381934963397641,0.947
"614",100,1,4,1,1.36025263407582,0.996
"615",100,2,4,1,1.37814012543933,0.993
"616",100,5,4,1,1.38525800806081,0.993
"617",1000,1,4,1,0.866944201145472,0.97
"618",1000,2,4,1,0.851876825466668,0.973
"619",1000,5,4,1,0.85931765340566,0.974
"620",10000,1,4,1,0.363759096340106,0.978
"621",10000,2,4,1,0.353913242848729,0.98
"622",10000,5,4,1,0.347579010903937,0.984
"623",1e+05,1,4,1,0.300918966595495,0.919
"624",1e+05,2,4,1,0.30168946617698,0.917
"625",1e+05,5,4,1,0.299939473133599,0.929
"626",20000,1,4,1,0.305273133434308,0.981
"627",20000,2,4,1,0.316002055164662,0.977
"628",20000,5,4,1,0.312704956591781,0.978
"629",50000,1,4,1,0.361133535749073,0.917
"630",50000,2,4,1,0.35352789646205,0.947
"631",50000,5,4,1,0.360090292169869,0.945
"632",100,1,40,1,1.30089762657411,0.972
"633",100,2,40,1,1.28427087184816,0.975
"634",100,5,40,1,1.29805897033533,0.973
"635",1000,1,40,1,0.905033833940215,0.988
"636",1000,2,40,1,0.911566947563156,0.984
"637",1000,5,40,1,0.903945876478351,0.982
"638",10000,1,40,1,0.359395620546872,0.969
"639",10000,2,40,1,0.358255030939725,0.981
"640",10000,5,40,1,0.337263619363744,0.986
"641",1e+05,1,40,1,0.337040453275064,0.903
"642",1e+05,2,40,1,0.336181810244642,0.921
"643",1e+05,5,40,1,0.334919510384291,0.923
"644",20000,1,40,1,0.391987868297144,0.944
"645",20000,2,40,1,0.385689015949905,0.948
"646",20000,5,40,1,0.385522547777811,0.951
"647",50000,1,40,1,0.318991633631012,0.89
"648",50000,2,40,1,0.296433046258366,0.916
"649",50000,5,40,1,0.292964104093149,0.903
"650",100,1,41,1,1.41008163737416,0.994
"651",100,2,41,1,1.39162524878452,0.993
"652",100,5,41,1,1.40100337352154,0.996
"653",1000,1,41,1,0.754195993158132,0.98
"654",1000,2,41,1,0.75116201909556,0.98
"655",1000,5,41,1,0.751564404211306,0.982
"656",10000,1,41,1,0.433581425245708,0.958
"657",10000,2,41,1,0.400660702194224,0.968
"658",10000,5,41,1,0.395786016663747,0.978
"659",1e+05,1,41,1,0.242230689414592,0.923
"660",1e+05,2,41,1,0.245389442654232,0.928
"661",1e+05,5,41,1,0.237150573877403,0.966
"662",20000,1,41,1,0.343702566604607,0.95
"663",20000,2,41,1,0.34230369286815,0.962
"664",20000,5,41,1,0.331794194438134,0.975
"665",50000,1,41,1,0.308307199770799,0.922
"666",50000,2,41,1,0.311466071366456,0.931
"667",50000,5,41,1,0.316871462715467,0.936
"668",100,1,42,1,1.26334729581024,0.993
"669",100,2,42,1,1.31519473354052,0.994
"670",100,5,42,1,1.27574707435617,0.992
"671",1000,1,42,1,0.851994992264895,0.983
"672",1000,2,42,1,0.851553091538563,0.98
"673",1000,5,42,1,0.860154637785032,0.975
"674",10000,1,42,1,0.38198192540394,0.979
"675",10000,2,42,1,0.398469958985433,0.976
"676",10000,5,42,1,0.390478391614313,0.975
"677",1e+05,1,42,1,0.326854755313237,0.908
"678",1e+05,2,42,1,0.32754324683297,0.922
"679",1e+05,5,42,1,0.322003259473485,0.927
"680",20000,1,42,1,0.303592064345531,0.971
"681",20000,2,42,1,0.309238602467776,0.977
"682",20000,5,42,1,0.265413485366615,0.986
"683",50000,1,42,1,0.263971433124863,0.947
"684",50000,2,42,1,0.252174986436199,0.96
"685",50000,5,42,1,0.248577394169715,0.967
"686",100,1,43,1,1.25550653490201,0.99
"687",100,2,43,1,1.26030028034225,0.988
"688",100,5,43,1,1.26174565886889,0.987
"689",1000,1,43,1,0.815434886646058,0.974
"690",1000,2,43,1,0.805516415675984,0.978
"691",1000,5,43,1,0.802067880675629,0.982
"692",10000,1,43,1,0.520632670920405,0.928
"693",10000,2,43,1,0.495753291595007,0.939
"694",10000,5,43,1,0.478021099091729,0.946
"695",1e+05,1,43,1,0.338729879294938,0.905
"696",1e+05,2,43,1,0.329706198048881,0.934
"697",1e+05,5,43,1,0.326286567890358,0.936
"698",20000,1,43,1,0.385066682817026,0.929
"699",20000,2,43,1,0.381172747758442,0.94
"700",20000,5,43,1,0.363406012846724,0.961
"701",50000,1,43,1,0.309309355156895,0.935
"702",50000,2,43,1,0.303597660877657,0.952
"703",50000,5,43,1,0.302095957833111,0.963
"704",100,1,44,1,1.3562806916195,0.985
"705",100,2,44,1,1.36277194214536,0.986
"706",100,5,44,1,1.35285851905595,0.984
"707",1000,1,44,1,0.917255295349047,0.986
"708",1000,2,44,1,0.879782297392871,0.987
"709",1000,5,44,1,0.881720994130215,0.985
"710",10000,1,44,1,0.459728558779734,0.935
"711",10000,2,44,1,0.450473768308107,0.947
"712",10000,5,44,1,0.444981487318388,0.962
"713",1e+05,1,44,1,0.254310312352469,0.93
"714",1e+05,2,44,1,0.266758584446629,0.919
"715",1e+05,5,44,1,0.272871370337781,0.933
"716",20000,1,44,1,0.424592201133712,0.914
"717",20000,2,44,1,0.392057003050043,0.917
"718",20000,5,44,1,0.389138389511846,0.938
"719",50000,1,44,1,0.353958080770977,0.945
"720",50000,2,44,1,0.357402763927708,0.943
"721",50000,5,44,1,0.343802386663358,0.956
"722",100,1,45,1,1.14522228493517,0.982
"723",100,2,45,1,1.16375526509291,0.98
"724",100,5,45,1,1.14921596151391,0.982
"725",1000,1,45,1,0.888724518290325,0.958
"726",1000,2,45,1,0.879768769560777,0.965
"727",1000,5,45,1,0.867957801100969,0.964
"728",10000,1,45,1,0.38560525570176,0.957
"729",10000,2,45,1,0.403853648859008,0.954
"730",10000,5,45,1,0.376618960193785,0.969
"731",1e+05,1,45,1,0.351342334767338,0.905
"732",1e+05,2,45,1,0.335247977904896,0.935
"733",1e+05,5,45,1,0.325415942251624,0.942
"734",20000,1,45,1,0.429306194653765,0.924
"735",20000,2,45,1,0.401693678236648,0.941
"736",20000,5,45,1,0.388070638770914,0.949
"737",50000,1,45,1,0.309805616993942,0.952
"738",50000,2,45,1,0.30364291954538,0.95
"739",50000,5,45,1,0.302155099799935,0.949
"740",100,1,46,1,1.27400244947268,0.995
"741",100,2,46,1,1.26842071705018,0.995
"742",100,5,46,1,1.27523132855518,0.994
"743",1000,1,46,1,0.787803269424314,0.993
"744",1000,2,46,1,0.798152600835154,0.99
"745",1000,5,46,1,0.78358173024989,0.99
"746",10000,1,46,1,0.414965163302747,0.954
"747",10000,2,46,1,0.42014948499202,0.952
"748",10000,5,46,1,0.410902211364835,0.959
"749",1e+05,1,46,1,0.263245194680734,0.9
"750",1e+05,2,46,1,0.25918669612131,0.912
"751",1e+05,5,46,1,0.257159841967824,0.933
"752",20000,1,46,1,0.325568811103641,0.958
"753",20000,2,46,1,0.312107607204139,0.974
"754",20000,5,46,1,0.301804813886317,0.975
"755",50000,1,46,1,0.343606696333926,0.916
"756",50000,2,46,1,0.34208164019216,0.936
"757",50000,5,46,1,0.329022042540539,0.946
"758",100,1,47,1,1.53053123269865,0.945
"759",100,2,47,1,1.54357939586631,0.946
"760",100,5,47,1,1.54555871847682,0.941
"761",1000,1,47,1,0.954884262579016,0.954
"762",1000,2,47,1,0.96529638147837,0.949
"763",1000,5,47,1,0.928349099902333,0.954
"764",10000,1,47,1,0.492183975073268,0.935
"765",10000,2,47,1,0.47417982720505,0.946
"766",10000,5,47,1,0.465489477155257,0.954
"767",1e+05,1,47,1,0.353751084925585,0.895
"768",1e+05,2,47,1,0.341478725069322,0.908
"769",1e+05,5,47,1,0.330956463721028,0.92
"770",20000,1,47,1,0.39548075550535,0.935
"771",20000,2,47,1,0.368496074275423,0.95
"772",20000,5,47,1,0.363698324837043,0.96
"773",50000,1,47,1,0.294317010903593,0.921
"774",50000,2,47,1,0.297539980552817,0.925
"775",50000,5,47,1,0.291270534407378,0.938
"776",100,1,48,1,1.16037317305608,0.959
"777",100,2,48,1,1.17384518094382,0.956
"778",100,5,48,1,1.18051225615285,0.946
"779",1000,1,48,1,0.794905344182204,0.978
"780",1000,2,48,1,0.773015170350295,0.98
"781",1000,5,48,1,0.79952493705313,0.981
"782",10000,1,48,1,0.46052483717918,0.953
"783",10000,2,48,1,0.458775795192937,0.96
"784",10000,5,48,1,0.43579962951376,0.967
"785",1e+05,1,48,1,0.19175476374988,0.936
"786",1e+05,2,48,1,0.174730619424305,0.969
"787",1e+05,5,48,1,0.172300451686662,0.972
"788",20000,1,48,1,0.401011152006143,0.919
"789",20000,2,48,1,0.391070615082747,0.944
"790",20000,5,48,1,0.377635281005634,0.951
"791",50000,1,48,1,0.294324163661408,0.912
"792",50000,2,48,1,0.278683782966974,0.926
"793",50000,5,48,1,0.280711553438278,0.95
"794",100,1,49,1,1.1753067236792,0.998
"795",100,2,49,1,1.18744772323005,0.998
"796",100,5,49,1,1.15753840953851,0.998
"797",1000,1,49,1,1.00103820334161,0.969
"798",1000,2,49,1,0.985064404944323,0.972
"799",1000,5,49,1,0.996549707095411,0.973
"800",10000,1,49,1,0.411275102682094,0.962
"801",10000,2,49,1,0.391171899389044,0.969
"802",10000,5,49,1,0.382137860162514,0.973
"803",1e+05,1,49,1,0.33250748877831,0.895
"804",1e+05,2,49,1,0.306297046336347,0.933
"805",1e+05,5,49,1,0.303153493242982,0.938
"806",20000,1,49,1,0.323986600331814,0.951
"807",20000,2,49,1,0.320916412054773,0.956
"808",20000,5,49,1,0.317818270241391,0.965
"809",50000,1,49,1,0.237656390567968,0.965
"810",50000,2,49,1,0.221447026963916,0.98
"811",50000,5,49,1,0.230561711307805,0.98
"812",100,1,5,1,1.24172519323446,0.993
"813",100,2,5,1,1.27209897517207,0.99
"814",100,5,5,1,1.24639938465586,0.993
"815",1000,1,5,1,0.781127038797286,0.988
"816",1000,2,5,1,0.778300507642606,0.989
"817",1000,5,5,1,0.770070715889351,0.988
"818",10000,1,5,1,0.40144834740393,0.973
"819",10000,2,5,1,0.392002542230444,0.978
"820",10000,5,5,1,0.400593296313908,0.981
"821",1e+05,1,5,1,0.321498658585255,0.893
"822",1e+05,2,5,1,0.307976223239716,0.927
"823",1e+05,5,5,1,0.301857464370181,0.935
"824",20000,1,5,1,0.37604935640577,0.922
"825",20000,2,5,1,0.3603901555587,0.942
"826",20000,5,5,1,0.35585272013377,0.955
"827",50000,1,5,1,0.363263377885836,0.874
"828",50000,2,5,1,0.343479891970102,0.92
"829",50000,5,5,1,0.325896749655294,0.929
"830",100,1,50,1,1.31913549482914,0.986
"831",100,2,50,1,1.30286557235883,0.988
"832",100,5,50,1,1.32889154085771,0.987
"833",1000,1,50,1,0.961584127410514,0.969
"834",1000,2,50,1,0.950831006560845,0.976
"835",1000,5,50,1,0.962384918548279,0.971
"836",10000,1,50,1,0.499303969675756,0.93
"837",10000,2,50,1,0.49735417915977,0.934
"838",10000,5,50,1,0.477669374911689,0.942
"839",1e+05,1,50,1,0.313908608451216,0.897
"840",1e+05,2,50,1,0.319089355142814,0.919
"841",1e+05,5,50,1,0.314201946047418,0.927
"842",20000,1,50,1,0.384855563904183,0.934
"843",20000,2,50,1,0.376158013528919,0.949
"844",20000,5,50,1,0.380846966204625,0.953
"845",50000,1,50,1,0.359303536769743,0.901
"846",50000,2,50,1,0.354643913407407,0.904
"847",50000,5,50,1,0.344847504930878,0.924
"848",100,1,51,1,1.2391607700753,0.983
"849",100,2,51,1,1.24313814065934,0.985
"850",100,5,51,1,1.24380808981612,0.983
"851",1000,1,51,1,0.795258292318623,0.979
"852",1000,2,51,1,0.811224653382792,0.977
"853",1000,5,51,1,0.813338928141795,0.981
"854",10000,1,51,1,0.401839202407358,0.952
"855",10000,2,51,1,0.383642572305554,0.965
"856",10000,5,51,1,0.374243495582712,0.966
"857",1e+05,1,51,1,0.230643678412659,0.939
"858",1e+05,2,51,1,0.237113837254471,0.94
"859",1e+05,5,51,1,0.205339319006566,0.971
"860",20000,1,51,1,0.382041537760521,0.937
"861",20000,2,51,1,0.38687635473268,0.925
"862",20000,5,51,1,0.392605597290491,0.941
"863",50000,1,51,1,0.349097471791165,0.933
"864",50000,2,51,1,0.3371845688617,0.957
"865",50000,5,51,1,0.339149550310326,0.955
"866",100,1,52,1,1.37514957594977,0.948
"867",100,2,52,1,1.37988826709997,0.948
"868",100,5,52,1,1.38036839312416,0.948
"869",1000,1,52,1,0.843370979231746,0.967
"870",1000,2,52,1,0.829757795616704,0.977
"871",1000,5,52,1,0.835363742467352,0.972
"872",10000,1,52,1,0.35326043523219,0.974
"873",10000,2,52,1,0.361697007483963,0.971
"874",10000,5,52,1,0.326801639223522,0.99
"875",1e+05,1,52,1,0.391924551561977,0.904
"876",1e+05,2,52,1,0.385744706948014,0.905
"877",1e+05,5,52,1,0.382170113030026,0.916
"878",20000,1,52,1,0.255396526182887,0.973
"879",20000,2,52,1,0.277155217463585,0.968
"880",20000,5,52,1,0.270462994957149,0.982
"881",50000,1,52,1,0.318992987227449,0.93
"882",50000,2,52,1,0.323146014106908,0.948
"883",50000,5,52,1,0.325059785138325,0.938
"884",100,1,53,1,1.42846814992579,0.976
"885",100,2,53,1,1.42408390310508,0.977
"886",100,5,53,1,1.43405775604747,0.98
"887",1000,1,53,1,0.830787441638114,0.981
"888",1000,2,53,1,0.817014624805152,0.982
"889",1000,5,53,1,0.798732292968496,0.991
"890",10000,1,53,1,0.517750537117133,0.919
"891",10000,2,53,1,0.466946277945202,0.95
"892",10000,5,53,1,0.452917821876468,0.958
"893",1e+05,1,53,1,0.324115328247818,0.937
"894",1e+05,2,53,1,0.329936795780713,0.932
"895",1e+05,5,53,1,0.325767596160514,0.934
"896",20000,1,53,1,0.390251154974203,0.924
"897",20000,2,53,1,0.424660562522842,0.924
"898",20000,5,53,1,0.41785664426711,0.925
"899",50000,1,53,1,0.223776704270399,0.954
"900",50000,2,53,1,0.187533460722569,0.975
"901",50000,5,53,1,0.182986039046044,0.978
"902",100,1,54,1,1.14742597955049,0.995
"903",100,2,54,1,1.14309050634744,0.997
"904",100,5,54,1,1.14628899822086,0.992
"905",1000,1,54,1,0.897527490684237,0.98
"906",1000,2,54,1,0.888092913165672,0.981
"907",1000,5,54,1,0.893671307777094,0.978
"908",10000,1,54,1,0.354528771241796,0.976
"909",10000,2,54,1,0.320536632323897,0.982
"910",10000,5,54,1,0.329055449020821,0.986
"911",1e+05,1,54,1,0.211345960376009,0.933
"912",1e+05,2,54,1,0.219501847502662,0.943
"913",1e+05,5,54,1,0.209349279844291,0.964
"914",20000,1,54,1,0.366811378353727,0.945
"915",20000,2,54,1,0.352091321915142,0.964
"916",20000,5,54,1,0.337153829963629,0.959
"917",50000,1,54,1,0.297162900767812,0.906
"918",50000,2,54,1,0.270953476344748,0.922
"919",50000,5,54,1,0.264637436686904,0.947
"920",100,1,55,1,1.29012007056354,0.989
"921",100,2,55,1,1.26109951471475,0.992
"922",100,5,55,1,1.3022067289252,0.988
"923",1000,1,55,1,0.863171040811093,0.977
"924",1000,2,55,1,0.836215817794771,0.981
"925",1000,5,55,1,0.864694828339446,0.977
"926",10000,1,55,1,0.511237809862133,0.915
"927",10000,2,55,1,0.539036194842151,0.905
"928",10000,5,55,1,0.513210154287984,0.927
"929",1e+05,1,55,1,0.315114276891781,0.897
"930",1e+05,2,55,1,0.309411100207486,0.916
"931",1e+05,5,55,1,0.303618428887689,0.923
"932",20000,1,55,1,0.397258966666455,0.959
"933",20000,2,55,1,0.396951161249942,0.952
"934",20000,5,55,1,0.381511449093775,0.969
"935",50000,1,55,1,0.335272679455843,0.93
"936",50000,2,55,1,0.333443842810505,0.939
"937",50000,5,55,1,0.340460489461945,0.939
"938",100,1,56,1,1.47808528689485,0.97
"939",100,2,56,1,1.4838139839439,0.975
"940",100,5,56,1,1.48760072763444,0.968
"941",1000,1,56,1,0.878311774866341,0.976
"942",1000,2,56,1,0.881249502355913,0.978
"943",1000,5,56,1,0.860499748262503,0.98
"944",10000,1,56,1,0.469846438065169,0.93
"945",10000,2,56,1,0.446952824418882,0.947
"946",10000,5,56,1,0.442064784204929,0.951
"947",1e+05,1,56,1,0.318937775484641,0.901
"948",1e+05,2,56,1,0.3153100245282,0.905
"949",1e+05,5,56,1,0.308977609055617,0.918
"950",20000,1,56,1,0.400871434920688,0.932
"951",20000,2,56,1,0.399508754007124,0.945
"952",20000,5,56,1,0.397602104826658,0.946
"953",50000,1,56,1,0.326921819534511,0.88
"954",50000,2,56,1,0.315801501691708,0.907
"955",50000,5,56,1,0.308785976704914,0.925
"956",100,1,57,1,1.5454413445559,0.995
"957",100,2,57,1,1.53093331355093,0.994
"958",100,5,57,1,1.53999733967481,0.994
"959",1000,1,57,1,0.83930597735409,0.971
"960",1000,2,57,1,0.853038183843985,0.969
"961",1000,5,57,1,0.845797108686828,0.968
"962",10000,1,57,1,0.396743368969161,0.959
"963",10000,2,57,1,0.389958794286687,0.96
"964",10000,5,57,1,0.383508833700739,0.966
"965",1e+05,1,57,1,0.215615113345323,0.895
"966",1e+05,2,57,1,0.211209942585649,0.945
"967",1e+05,5,57,1,0.204147863832043,0.951
"968",20000,1,57,1,0.307229175559402,0.965
"969",20000,2,57,1,0.310923433962807,0.962
"970",20000,5,57,1,0.305001022997902,0.973
"971",50000,1,57,1,0.352836758068735,0.933
"972",50000,2,57,1,0.357714520481504,0.925
"973",50000,5,57,1,0.344955792899619,0.941
"974",100,1,58,1,1.28367949179381,0.972
"975",100,2,58,1,1.28303999705381,0.968
"976",100,5,58,1,1.292975414784,0.969
"977",1000,1,58,1,0.780208968690768,0.984
"978",1000,2,58,1,0.774745671751652,0.987
"979",1000,5,58,1,0.760092857619958,0.987
"980",10000,1,58,1,0.365529314815004,0.981
"981",10000,2,58,1,0.385356693860738,0.98
"982",10000,5,58,1,0.382738676111918,0.984
"983",1e+05,1,58,1,0.331392795759398,0.852
"984",1e+05,2,58,1,0.310688947182799,0.948
"985",1e+05,5,58,1,0.304428766304158,0.947
"986",20000,1,58,1,0.351822733974275,0.945
"987",20000,2,58,1,0.355194760579273,0.953
"988",20000,5,58,1,0.353937926410531,0.96
"989",50000,1,58,1,0.318963590886583,0.879
"990",50000,2,58,1,0.301949637641123,0.91
"991",50000,5,58,1,0.302704264346727,0.939
"992",100,1,59,1,1.36526568374244,0.967
"993",100,2,59,1,1.35221419717642,0.962
"994",100,5,59,1,1.3400113051317,0.961
"995",1000,1,59,1,0.78631899823198,0.978
"996",1000,2,59,1,0.799536738995215,0.982
"997",1000,5,59,1,0.788330256650913,0.979
"998",10000,1,59,1,0.418423984506908,0.969
"999",10000,2,59,1,0.366081844143478,0.979
"1000",10000,5,59,1,0.394806471718839,0.981
"1001",1e+05,1,59,1,0.268845908070492,0.895
"1002",1e+05,2,59,1,0.265449858691137,0.933
"1003",1e+05,5,59,1,0.264425563639571,0.947
"1004",20000,1,59,1,0.292009852670234,0.942
"1005",20000,2,59,1,0.274230708328637,0.978
"1006",20000,5,59,1,0.263595396513521,0.986
"1007",50000,1,59,1,0.335621317191534,0.913
"1008",50000,2,59,1,0.320884256272177,0.951
"1009",50000,5,59,1,0.320762334133242,0.955
"1010",100,1,6,1,1.18807761746623,0.983
"1011",100,2,6,1,1.19413930841998,0.983
"1012",100,5,6,1,1.18163952833629,0.983
"1013",1000,1,6,1,0.845654295691897,0.973
"1014",1000,2,6,1,0.820454369707877,0.975
"1015",1000,5,6,1,0.826084023830221,0.973
"1016",10000,1,6,1,0.465065406866879,0.954
"1017",10000,2,6,1,0.399891732195601,0.976
"1018",10000,5,6,1,0.415065165352461,0.973
"1019",1e+05,1,6,1,0.173836359804193,0.932
"1020",1e+05,2,6,1,0.201065541154823,0.953
"1021",1e+05,5,6,1,0.179160131517907,0.966
"1022",20000,1,6,1,0.358868476639905,0.946
"1023",20000,2,6,1,0.357221210314678,0.951
"1024",20000,5,6,1,0.357791043562223,0.957
"1025",50000,1,6,1,0.38782098273634,0.926
"1026",50000,2,6,1,0.384524427024522,0.93
"1027",50000,5,6,1,0.373614770157384,0.938
"1028",100,1,60,1,1.25792258199536,0.992
"1029",100,2,60,1,1.26298156418422,0.99
"1030",100,5,60,1,1.25616182804002,0.993
"1031",1000,1,60,1,0.860284290486548,0.978
"1032",1000,2,60,1,0.889921046418132,0.975
"1033",1000,5,60,1,0.86551042933405,0.975
"1034",10000,1,60,1,0.330397080604582,0.978
"1035",10000,2,60,1,0.326714098785766,0.984
"1036",10000,5,60,1,0.319990774902117,0.984
"1037",1e+05,1,60,1,0.39729089219553,0.893
"1038",1e+05,2,60,1,0.391383012038054,0.906
"1039",1e+05,5,60,1,0.388279582213033,0.912
"1040",20000,1,60,1,0.300019635757367,0.958
"1041",20000,2,60,1,0.272342509009785,0.986
"1042",20000,5,60,1,0.271860295164168,0.991
"1043",50000,1,60,1,0.375090549385424,0.931
"1044",50000,2,60,1,0.375160709635442,0.929
"1045",50000,5,60,1,0.369498629893293,0.941
"1046",100,1,61,1,1.47647024083064,0.977
"1047",100,2,61,1,1.46700945607555,0.979
"1048",100,5,61,1,1.46096198309623,0.977
"1049",1000,1,61,1,0.820789683355105,0.984
"1050",1000,2,61,1,0.822215838344581,0.987
"1051",1000,5,61,1,0.800706820623195,0.988
"1052",10000,1,61,1,0.403919083009779,0.977
"1053",10000,2,61,1,0.404957898170921,0.98
"1054",10000,5,61,1,0.384489752357304,0.988
"1055",1e+05,1,61,1,0.33929784349577,0.933
"1056",1e+05,2,61,1,0.340568101205661,0.93
"1057",1e+05,5,61,1,0.335138368669348,0.937
"1058",20000,1,61,1,0.33558079451981,0.946
"1059",20000,2,61,1,0.332199862124099,0.959
"1060",20000,5,61,1,0.319800551495336,0.966
"1061",50000,1,61,1,0.303461882360885,0.879
"1062",50000,2,61,1,0.273260295516967,0.948
"1063",50000,5,61,1,0.270133749285422,0.966
"1064",100,1,62,1,1.28696800947445,0.97
"1065",100,2,62,1,1.29641420071947,0.971
"1066",100,5,62,1,1.29795027101315,0.967
"1067",1000,1,62,1,0.899138514978998,0.974
"1068",1000,2,62,1,0.902667198054208,0.976
"1069",1000,5,62,1,0.889528898779166,0.978
"1070",10000,1,62,1,0.461263686495553,0.953
"1071",10000,2,62,1,0.413286695809024,0.972
"1072",10000,5,62,1,0.423681819247994,0.977
"1073",1e+05,1,62,1,0.343904186004037,0.909
"1074",1e+05,2,62,1,0.345454687590868,0.916
"1075",1e+05,5,62,1,0.34305639568161,0.937
"1076",20000,1,62,1,0.322990931981895,0.968
"1077",20000,2,62,1,0.323540187433782,0.968
"1078",20000,5,62,1,0.321515651040295,0.972
"1079",50000,1,62,1,0.353072691075631,0.923
"1080",50000,2,62,1,0.366893363342463,0.916
"1081",50000,5,62,1,0.349074736796142,0.939
"1082",100,1,63,1,1.14679560146947,0.993
"1083",100,2,63,1,1.14950215506224,0.995
"1084",100,5,63,1,1.14907353118925,0.995
"1085",1000,1,63,1,0.763759952182316,0.989
"1086",1000,2,63,1,0.741516706134766,0.989
"1087",1000,5,63,1,0.754421205216,0.989
"1088",10000,1,63,1,0.399608464185348,0.971
"1089",10000,2,63,1,0.411729177794724,0.959
"1090",10000,5,63,1,0.391676822662309,0.973
"1091",1e+05,1,63,1,0.279089988610033,0.941
"1092",1e+05,2,63,1,0.281495513638651,0.944
"1093",1e+05,5,63,1,0.275404098501871,0.955
"1094",20000,1,63,1,0.368354379049747,0.936
"1095",20000,2,63,1,0.37033927297367,0.939
"1096",20000,5,63,1,0.37418794274706,0.948
"1097",50000,1,63,1,0.280211582897285,0.91
"1098",50000,2,63,1,0.260876250529618,0.955
"1099",50000,5,63,1,0.252603253972976,0.966
"1100",100,1,64,1,1.30130437975452,0.984
"1101",100,2,64,1,1.29564292917503,0.982
"1102",100,5,64,1,1.29774559272744,0.986
"1103",1000,1,64,1,0.887802146959513,0.965
"1104",1000,2,64,1,0.887014338191565,0.972
"1105",1000,5,64,1,0.88281510871467,0.973
"1106",10000,1,64,1,0.4278105694253,0.962
"1107",10000,2,64,1,0.430851591066935,0.968
"1108",10000,5,64,1,0.439430504779296,0.964
"1109",1e+05,1,64,1,0.336967485174479,0.915
"1110",1e+05,2,64,1,0.331907393638786,0.927
"1111",1e+05,5,64,1,0.32829612947858,0.925
"1112",20000,1,64,1,0.366461265258542,0.947
"1113",20000,2,64,1,0.359195852700176,0.956
"1114",20000,5,64,1,0.361984486517443,0.952
"1115",50000,1,64,1,0.306672123522948,0.926
"1116",50000,2,64,1,0.311740654349407,0.943
"1117",50000,5,64,1,0.30554430664859,0.948
"1118",100,1,65,1,1.15958429957734,0.988
"1119",100,2,65,1,1.14625600791789,0.987
"1120",100,5,65,1,1.14895672393952,0.986
"1121",1000,1,65,1,0.934105538324574,0.976
"1122",1000,2,65,1,0.886619391008878,0.978
"1123",1000,5,65,1,0.92721441342743,0.973
"1124",10000,1,65,1,0.426856455382924,0.95
"1125",10000,2,65,1,0.431459816223363,0.968
"1126",10000,5,65,1,0.408969823938971,0.969
"1127",1e+05,1,65,1,0.217628399079745,0.896
"1128",1e+05,2,65,1,0.22335314650178,0.898
"1129",1e+05,5,65,1,0.213120974282755,0.909
"1130",20000,1,65,1,0.286753846824806,0.955
"1131",20000,2,65,1,0.2920332066059,0.96
"1132",20000,5,65,1,0.267123591242608,0.979
"1133",50000,1,65,1,0.219454161593353,0.922
"1134",50000,2,65,1,0.2177024997006,0.948
"1135",50000,5,65,1,0.207582723989598,0.956
"1136",100,1,66,1,1.23847807431003,0.989
"1137",100,2,66,1,1.24253584262984,0.989
"1138",100,5,66,1,1.25961325424665,0.987
"1139",1000,1,66,1,0.843729916200204,0.98
"1140",1000,2,66,1,0.833285615145235,0.981
"1141",1000,5,66,1,0.820611043875543,0.983
"1142",10000,1,66,1,0.413890366124923,0.956
"1143",10000,2,66,1,0.406662921504361,0.958
"1144",10000,5,66,1,0.412505061752931,0.964
"1145",1e+05,1,66,1,0.317092394553624,0.871
"1146",1e+05,2,66,1,0.322529671087296,0.88
"1147",1e+05,5,66,1,0.323176101143391,0.893
