"n","nchain","run","exp","rmse","cov"
1000,1,2,1,29.323161788918,0.393
1000,2,2,1,29.4331113505652,0.387
1000,5,2,1,29.3413324444189,0.406
10000,1,2,1,33.5936459958584,0.235
10000,2,2,1,33.5023975588968,0.235
10000,5,2,1,33.4977493444518,0.244
1e+05,1,2,1,22.3024913736526,0.066
1e+05,2,2,1,22.2666300377044,0.077
1e+05,5,2,1,22.2645210391125,0.093
20000,1,2,1,14.6470720504539,0.209
20000,2,2,1,14.652840651985,0.213
20000,5,2,1,14.6771845086379,0.23
50000,1,2,1,24.7807127338594,0.087
50000,2,2,1,24.7422567984331,0.102
50000,5,2,1,24.6861623887624,0.108
100,1,20,1,45.130895227018,0.132
100,2,20,1,45.1623856270548,0.138
100,5,20,1,44.891841322936,0.136
1000,1,20,1,55.861289543627,0.345
1000,2,20,1,56.111583827253,0.342
1000,5,20,1,55.4592336130589,0.352
10000,1,20,1,46.6381302331887,0.117
10000,2,20,1,46.6130252379764,0.128
10000,5,20,1,46.5206766548874,0.144
1e+05,1,20,1,26.3017797799649,0.029
1e+05,2,20,1,26.3177450101803,0.032
1e+05,5,20,1,26.2548162118499,0.048
20000,1,20,1,14.1352704825326,0.277
20000,2,20,1,14.0132856402171,0.302
20000,5,20,1,14.0536496933969,0.31
50000,1,20,1,33.7657449243389,0.087
50000,2,20,1,33.8066364415779,0.102
50000,5,20,1,33.7961119401259,0.108
100,1,21,1,23.6250380827451,0.848
100,2,21,1,23.9683637040452,0.842
100,5,21,1,23.7217617323353,0.849
1000,1,21,1,47.4883704505079,0.092
1000,2,21,1,47.4642377210109,0.083
1000,5,21,1,47.4249436239625,0.086
10000,1,21,1,41.8225217873749,0.019
10000,2,21,1,41.6805208415299,0.019
10000,5,21,1,41.646243271356,0.022
1e+05,1,21,1,45.4376668927374,0.046
1e+05,2,21,1,45.4885196532289,0.062
1e+05,5,21,1,45.4859217412719,0.072
20000,1,21,1,26.7932832120891,0.097
20000,2,21,1,26.7768479511824,0.104
20000,5,21,1,26.7663238499873,0.114
50000,1,21,1,21.6756441170446,0.096
50000,2,21,1,21.6709680057438,0.119
50000,5,21,1,21.6798949519257,0.144
100,1,22,1,40.2599317222008,0.339
100,2,22,1,40.2401053612389,0.339
100,5,22,1,40.1218281207881,0.338
1000,1,22,1,27.9831289936989,0.439
1000,2,22,1,28.1834338544105,0.431
1000,5,22,1,28.1622112674283,0.438
10000,1,22,1,24.2931104909274,0.218
10000,2,22,1,24.2777225298074,0.212
10000,5,22,1,24.2461647552104,0.223
1e+05,1,22,1,18.71141962481,0.101
1e+05,2,22,1,18.6499951159027,0.105
1e+05,5,22,1,18.5653969598664,0.135
20000,1,22,1,20.0704641415689,0.137
20000,2,22,1,20.0587063151986,0.153
20000,5,22,1,20.0039802577092,0.167
50000,1,22,1,38.4582709309478,0.016
50000,2,22,1,38.4700800601941,0.016
50000,5,22,1,38.3576399794327,0.018
100,1,23,1,44.933393733072,0.354
100,2,23,1,44.8550875294481,0.354
100,5,23,1,44.8243933280797,0.353
1000,1,23,1,33.7976665618118,0.273
1000,2,23,1,33.8598426954441,0.279
1000,5,23,1,33.8104544244227,0.28
10000,1,23,1,29.7369236473762,0.145
10000,2,23,1,29.7037614290538,0.157
10000,5,23,1,29.7121436665428,0.163
1e+05,1,23,1,20.781494485218,0.103
1e+05,2,23,1,20.7493251032217,0.112
1e+05,5,23,1,20.6778308383513,0.136
20000,1,23,1,24.3956526698604,0.121
20000,2,23,1,24.3142797660918,0.142
20000,5,23,1,24.3071053358565,0.135
50000,1,23,1,25.8643407982035,0.066
50000,2,23,1,25.8716045227749,0.086
50000,5,23,1,25.8476286103041,0.098
100,1,24,1,21.7535898974262,0.879
100,2,24,1,21.586208321275,0.887
100,5,24,1,21.5775463487616,0.889
1000,1,24,1,51.9860584012686,0.527
1000,2,24,1,51.8504519166767,0.526
1000,5,24,1,51.8530393054557,0.527
10000,1,24,1,23.179317813732,0.216
10000,2,24,1,23.1117663555098,0.22
10000,5,24,1,23.147076728366,0.232
1e+05,1,24,1,16.4543445429279,0.096
1e+05,2,24,1,16.4242652899408,0.107
1e+05,5,24,1,16.3767183622932,0.123
20000,1,24,1,24.5259148030157,0.204
20000,2,24,1,24.444676362972,0.215
20000,5,24,1,24.3751237496237,0.23
50000,1,24,1,40.51836563957,0.015
50000,2,24,1,40.4482720293781,0.014
50000,5,24,1,40.4084153623572,0.016
100,1,25,1,34.6351569714496,0.694
100,2,25,1,34.6198366027613,0.699
100,5,25,1,34.3657711526374,0.698
1000,1,25,1,48.1860684000492,0.314
1000,2,25,1,48.1568173795049,0.313
1000,5,25,1,48.0700776218268,0.322
10000,1,25,1,25.9047682439819,0.138
10000,2,25,1,25.9144423939585,0.141
10000,5,25,1,25.8683027001453,0.137
1e+05,1,25,1,42.2376582518032,0.062
1e+05,2,25,1,42.1789754122875,0.084
1e+05,5,25,1,42.1746265961677,0.089
20000,1,25,1,29.4111216675256,0.068
20000,2,25,1,29.406525216987,0.07
20000,5,25,1,29.3718877863556,0.079
50000,1,25,1,20.4619223582138,0.146
50000,2,25,1,20.3729898874471,0.172
50000,5,25,1,20.3150793016247,0.194
100,1,26,1,15.6023859031546,0.807
100,2,26,1,15.5638818188449,0.803
100,5,26,1,15.4804540581558,0.813
1000,1,26,1,18.3846979311465,0.543
1000,2,26,1,18.156084481904,0.549
1000,5,26,1,18.1887351706723,0.541
10000,1,26,1,24.2976588782966,0.18
10000,2,26,1,24.2225743249776,0.194
10000,5,26,1,24.2371439079451,0.188
1e+05,1,26,1,23.1825217700731,0.062
1e+05,2,26,1,23.1499847045595,0.076
1e+05,5,26,1,23.0946482264976,0.089
20000,1,26,1,21.1709336713433,0.182
20000,2,26,1,21.0724737169357,0.202
20000,5,26,1,21.0554094958159,0.203
50000,1,26,1,28.7461711955051,0.096
50000,2,26,1,28.7554619357411,0.103
50000,5,26,1,28.7643227726884,0.121
100,1,27,1,26.3783220808515,0.427
100,2,27,1,26.3522286771612,0.43
100,5,27,1,26.422743375259,0.428
1000,1,27,1,24.8353005740212,0.324
1000,2,27,1,24.8376489415717,0.333
